subject,predicate,object
California Gold Rush,known for,being known for average winter temperatures ranging from the upper twenties to mid fifties
California Gold Rush,known for,being known for average rainfall of around 30 inches
California Gold Rush,known for,being known for being "above the fog" in Auburn and areas north
California Gold Rush,known for,being known for exceptional recreational opportunities including white water rafting, hiking, mountain biking, boating, and fishing
California Gold Rush,known for,being known for abundant history involving the California Gold Rush and Native American History
California Gold Rush,known for,being known for being one of the most ethnically diverse states in the Union by the middle of the 19th century
California Gold Rush,known for,being known for small settlements growing into boomtowns
California Gold Rush,known for,being known for new towns, roads, schools, and churches being built
California Gold Rush,known for,being known for agriculture and ranching expanding throughout the state
California Gold Rush,known for,being known for a state constitution being written and California becoming a state in 1850
California Gold Rush,known for,being known for negative effects on Native Americans and the environment
California Gold Rush,known for,being known for exhibits on the Gold Rush and history of gold mining in museums of the region
California Gold Rush,known for,being known for the longest single-span covered bridge in the world in the South Yuba River area
California Gold Rush,known for,being known for the Independence Trail - the first identified wheelchair-accessible wilderness trail in the country in the South Yuba River area
California Gold Rush,known for,being known for mountain bike and hiking trails along the American River
California Gold Rush,known for,being known for plenty lakes and rivers presenting exceptional recreational opportunities
